id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1230235557822894083,1230235557822894083,1582145988000,2020-02-19,23:59:48,+03,80748336,mshaw555,"Mike Shaw, but ""COVID-19"" themed",,Don't need to topple the Iranian regime if you let the coronavirus do it for you.  https://twitter.com/BNODesk/status/1230233978692657152 … pic.twitter.com/nMLC9OUG3z,[],['https://twitter.com/BNODesk/status/1230233978692657152'],[],0,1,0,[],[],https://twitter.com/mshaw555/status/1230235557822894083,False,,1,,,,,,,"[{'user_id': '80748336', 'username': 'mshaw555'}]",,,,
1230235557034446848,1230235543340011530,1582145988000,2020-02-19,23:59:48,+03,855476713005907968,just_curius,Just Curious,,I understand that many view the chance that this virus was passaged in a lab animal to be very small. That could well be. 10/,[],[],[],1,0,0,[],[],https://twitter.com/Just_Curius/status/1230235557034446848,False,,0,,,,,,,"[{'user_id': '855476713005907968', 'username': 'Just_Curius'}]",,,,
1230235552458399745,1230235543340011530,1582145987000,2020-02-19,23:59:47,+03,855476713005907968,just_curius,Just Curious,,"Bats and other animals have coronaviruses. Some of them are sold at markets, and some of them are collected for or used in research. We also know that bat coronaviruses have been studied at the Wuhan Institute of Virology (at BSL2). 7/",[],[],[],1,0,1,[],[],https://twitter.com/Just_Curius/status/1230235552458399745,False,,0,,,,,,,"[{'user_id': '855476713005907968', 'username': 'Just_Curius'}]",,,,
1230235550914957313,1230235543340011530,1582145986000,2020-02-19,23:59:46,+03,855476713005907968,just_curius,Just Curious,,"From this point on is where I do have some thoughts that differ with those of others. We all agree that this virus came from a bat or other animal. The way I see it, we cannot a priori know whether this animal was handled for sale or for research or just by accident in nature. 6/",[],[],[],1,0,1,[],[],https://twitter.com/Just_Curius/status/1230235550914957313,False,,0,,,,,,,"[{'user_id': '855476713005907968', 'username': 'Just_Curius'}]",,,,
1230235546829688832,1230235543340011530,1582145985000,2020-02-19,23:59:45,+03,855476713005907968,just_curius,Just Curious,,"Whether the virus jumped directly from bats to humans or from bats to an intermediary host, at that point, it likely acquired adaptive mutations over the course of several animal-to-animal and/or hu-to-hu transmissions. From then on, it has been able to spread freely in humans.3/",[],[],[],1,0,2,[],[],https://twitter.com/Just_Curius/status/1230235546829688832,False,,0,,,,,,,"[{'user_id': '855476713005907968', 'username': 'Just_Curius'}]",,,,
1230235544971567104,1230235543340011530,1582145985000,2020-02-19,23:59:45,+03,855476713005907968,just_curius,Just Curious,,"It's clear that the virus evolved naturally, meaning in an animal, not through genetic engineering. A very close cousin was in a bat. So, it almost certainly either jumped directly from a bat into humans, or from a bat to an intermediary animal & from that animal into humans. 2/",[],[],[],1,0,2,[],[],https://twitter.com/Just_Curius/status/1230235544971567104,False,,0,,,,,,,"[{'user_id': '855476713005907968', 'username': 'Just_Curius'}]",,,,
1230235543340011530,1230235543340011530,1582145984000,2020-02-19,23:59:44,+03,855476713005907968,just_curius,Just Curious,,"One final set of comments on the topic of the origin of the current virus. I am not a virologist or epidemiologist, but a few thoughts are on my mind. I hesitate to say anything, for fear of being attacked here on twitter. But here goes: 1/",[],[],[],1,0,2,[],[],https://twitter.com/Just_Curius/status/1230235543340011530,False,,0,,,,,,,"[{'user_id': '855476713005907968', 'username': 'Just_Curius'}]",,,,
1230235542618542081,1230235542618542081,1582145984000,2020-02-19,23:59:44,+03,611654345,laurakahn1,Laura Kahn,,"#OneHealth Lets protect endangered species, not eat them. To Prevent Next Coronavirus, Stop the Wildlife Trade, Conservationists Say  https://nyti.ms/38KCTBC ",[],['https://nyti.ms/38KCTBC'],[],0,1,1,['#onehealth'],[],https://twitter.com/LauraKahn1/status/1230235542618542081,False,,0,,,,,,,"[{'user_id': '611654345', 'username': 'LauraKahn1'}]",,,,
1230235531587575810,1230223461420847104,1582145982000,2020-02-19,23:59:42,+03,1005085697018138624,nataliexdean,"Natalie E. Dean, PhD",,"For those following and curious, one modeling approach is to measure the fraction of airline passengers leaving the outbreak area who test positive for virus, and this is then used to infer the proportion infected in the area. Assumes perfect screening.","['kakape', 'who']",[],[],1,3,6,[],[],https://twitter.com/nataliexdean/status/1230235531587575810,False,,0,,,,,,,"[{'user_id': '1005085697018138624', 'username': 'nataliexdean'}, {'user_id': '45586617', 'username': 'kakape'}, {'user_id': '14499829', 'username': 'WHO'}]",,,,
1230235520736911366,1230195854511951872,1582145979000,2020-02-19,23:59:39,+03,1276073011,zenxolu,Zenxolu 🔞,,"Japan is currently trying to fend off the coronavirus. So them not going to PAX is possibly the smartest move they're doing to NOT CONTAMINATE MORE PEOPLE.

How simple can this answer be?",['gameinformer'],[],[],1,1,6,[],[],https://twitter.com/Zenxolu/status/1230235520736911366,False,,0,,,,,,,"[{'user_id': '1276073011', 'username': 'Zenxolu'}, {'user_id': '20273398', 'username': 'gameinformer'}]",,,,
1230235516798459904,1230235516798459904,1582145978000,2020-02-19,23:59:38,+03,1219290721833738241,asadkha65171630,Asad Khan,,"New infections detected as coronavirus epidemic keeps growing, 2 dead in Iran  http://sabahdai.ly/p8oqwh ",[],['http://sabahdai.ly/p8oqwh'],[],0,0,0,[],[],https://twitter.com/AsadKha65171630/status/1230235516798459904,False,,0,,,,,,,"[{'user_id': '1219290721833738241', 'username': 'AsadKha65171630'}]",,,,
1230235505465479170,1230235505465479170,1582145975000,2020-02-19,23:59:35,+03,19380916,anzers,Susie,,Coronavirus call to Governor Cuomo by Dr Paul Cottrell  https://youtu.be/tWJBeP8KITo  via @YouTube,['youtube'],['https://youtu.be/tWJBeP8KITo'],[],0,0,0,[],[],https://twitter.com/Anzers/status/1230235505465479170,False,,0,,,,,,,"[{'user_id': '19380916', 'username': 'Anzers'}, {'user_id': '10228272', 'username': 'YouTube'}]",,,,
1230235504324612099,1230235504324612099,1582145975000,2020-02-19,23:59:35,+03,896147813633064960,whitekipper,kipper white,,Five in Ten 2/19/20: China Kicks Out Reporters Who Question COVID-19 Res...  https://youtu.be/fDCrLpZHBfo  via @YouTube,['youtube'],['https://youtu.be/fDCrLpZHBfo'],[],0,0,0,[],[],https://twitter.com/WhiteKipper/status/1230235504324612099,False,,0,,,,,,,"[{'user_id': '896147813633064960', 'username': 'WhiteKipper'}, {'user_id': '10228272', 'username': 'YouTube'}]",,,,
1230235498901172224,1230235498901172224,1582145974000,2020-02-19,23:59:34,+03,2593213820,vegabond2020,Vegabond,,Covid-19: Please note..... First confirmed case of unknown transmission route found in South Korea  http://www.donga.com/en/home/article/all/20200217/1981177/1/First-confirmed-case-of-unknown-transmission-route-found-in-Korea …,[],['http://www.donga.com/en/home/article/all/20200217/1981177/1/First-confirmed-case-of-unknown-transmission-route-found-in-Korea'],[],0,0,0,[],[],https://twitter.com/Vegabond2020/status/1230235498901172224,False,,0,,,,,,,"[{'user_id': '2593213820', 'username': 'Vegabond2020'}]",,,,
1230235498754519043,1230235498754519043,1582145974000,2020-02-19,23:59:34,+03,291271506,fezziwig2019,Fez,,"Fauci likes mRNA vaccines “Technical advances in mRNA vaccines have led to improved intracellular stability and antigen expression, leading to robust and durable immune responses.” His New Article in Nature  https://www.nature.com/articles/s41577-019-0243-3 … $MRNA",[],['https://www.nature.com/articles/s41577-019-0243-3'],[],0,0,1,[],['$mrna'],https://twitter.com/fezziwig2019/status/1230235498754519043,False,,0,,,,,,,"[{'user_id': '291271506', 'username': 'fezziwig2019'}]",,,,
1230235498280603648,1229070514469076992,1582145974000,2020-02-19,23:59:34,+03,1114844012765118465,iam30610497,"Doesn't matter, it really doesn't",,2019-nCov was reported to bound to the ACE2 receptor just like previous coronaviruses. Quote:,"['tpuldi', 'prof_rev', 'tony_zy']",[],[],0,0,0,[],[],https://twitter.com/Iam30610497/status/1230235498280603648,False,,0,,,,,,,"[{'user_id': '1114844012765118465', 'username': 'Iam30610497'}, {'user_id': '2335680458', 'username': 'TPUldi'}, {'user_id': '1056270069641236481', 'username': 'prof_rev'}, {'user_id': '375133806', 'username': 'tony_zy'}]",,,,
1230235495449317376,1230235495449317376,1582145973000,2020-02-19,23:59:33,+03,21328656,ibdinvestors,Investors.com,,"Coronavirus Numbers Slow, The Stock Market Responds And Breakouts Continue $ISRG $SQ $COUP https://www.pscp.tv/w/cR2ZNTFkclFla1dEZU5namJ8MVprSnpMYWVtWXJLdg6gkyBO37PMnaTaPJbGiepe0YP9YdZNztqFYY_ZLwMv …",[],['https://www.pscp.tv/w/cR2ZNTFkclFla1dEZU5namJ8MVprSnpMYWVtWXJLdg6gkyBO37PMnaTaPJbGiepe0YP9YdZNztqFYY_ZLwMv'],[],2,5,10,[],"['$isrg', '$sq', '$coup']",https://twitter.com/IBDinvestors/status/1230235495449317376,False,,0,,,,,,,"[{'user_id': '21328656', 'username': 'IBDinvestors'}]",,,,
1230235493129809920,1230199985678868480,1582145972000,2020-02-19,23:59:32,+03,3260011064,birdstrump,Trump bird,,this is covid19 ，not sars,"['tinpita_ikiru', 'mqmh2qk3ofxxllr']",[],[],0,0,0,[],[],https://twitter.com/birdstrump/status/1230235493129809920,False,,0,,,,,,,"[{'user_id': '3260011064', 'username': 'birdstrump'}, {'user_id': '3266660306', 'username': 'TinPita_ikiru'}, {'user_id': '1163410388194488321', 'username': 'MqmH2qk3OfxXlLr'}]",,,,
1230235490374373381,1230235490374373381,1582145972000,2020-02-19,23:59:32,+03,265051518,lowcostenergi,Adam F. Khan,,The Coronavirus Impact on the Global Economy | Guggenheim Investments  https://www.guggenheiminvestments.com/perspectives/global-cio-outlook/coronavirus-impact-on-the-global-economy …,[],['https://www.guggenheiminvestments.com/perspectives/global-cio-outlook/coronavirus-impact-on-the-global-economy'],[],0,0,0,[],[],https://twitter.com/lowcostenergi/status/1230235490374373381,False,,0,,,,,,,"[{'user_id': '265051518', 'username': 'lowcostenergi'}]",,,,
1230235484032466954,1230235484032466954,1582145970000,2020-02-19,23:59:30,+03,800140340120330240,sevenflamingos,7Flamingos,,"That’s odd...

#1MDB Fugitive Jho Low Was Active in Wuhan, Malaysia Police Say

“I have told Kuala Lumpur International Airport to monitor if he comes back with Covid-19.”—Inspector-General of Police Abdul Hamid Bador, in Kuala Lumpur, on Wednesday   https://www.bloomberg.com/news/articles/2020-02-19/1mdb-fugitive-jho-low-was-active-in-wuhan-malaysia-police-say …",[],['https://www.bloomberg.com/news/articles/2020-02-19/1mdb-fugitive-jho-low-was-active-in-wuhan-malaysia-police-say'],[],0,2,1,['#1mdb'],[],https://twitter.com/SevenFlamingos/status/1230235484032466954,False,,0,,,,,,,"[{'user_id': '800140340120330240', 'username': 'SevenFlamingos'}]",,,,
1230235482686025728,1230189096817037312,1582145970000,2020-02-19,23:59:30,+03,1216307401059495936,bmarkhali,Bijan Pouryousefi Markhali,,"I didn’t rule out the virus being originated from bats or any other animals. We are talking about something different. I haven’t heard senator Cotten saying this was a biological weapon program. He simply didn’t rule out the possibility of a lab accident, which considering the...","['snakedoctop', 'jareddiam']",[],[],1,0,0,[],[],https://twitter.com/BMarkhali/status/1230235482686025728,False,,0,,,,,,,"[{'user_id': '1216307401059495936', 'username': 'BMarkhali'}, {'user_id': '993941740552892416', 'username': 'SnakeDocTop'}, {'user_id': '1118590817373966337', 'username': 'JaredDiam'}]",,,,
1230235479242571781,1230235479242571781,1582145969000,2020-02-19,23:59:29,+03,553013336,spenlard,twiter banned my name,,guys please respond to my draw somethings on facebook i have the flu and i need this right now,[],[],[],0,0,0,[],[],https://twitter.com/Spenlard/status/1230235479242571781,False,,0,,,,,,,"[{'user_id': '553013336', 'username': 'Spenlard'}]",,,,
1230235473995542529,1230235473995542529,1582145968000,2020-02-19,23:59:28,+03,7587032,skynews,SkyNews,,Coronavirus: Britons on cruise ship in Japan face 14-day quarantine on the Wirral  http://news.sky.com/story/coronavirus-britons-on-cruise-ship-in-japan-face-14-day-quarantine-on-the-wirral-11938032 …,[],['http://news.sky.com/story/coronavirus-britons-on-cruise-ship-in-japan-face-14-day-quarantine-on-the-wirral-11938032'],[],19,25,50,[],[],https://twitter.com/SkyNews/status/1230235473995542529,False,,0,,,,,,,"[{'user_id': '7587032', 'username': 'SkyNews'}]",,,,
1230235471621611523,1230235471621611523,1582145967000,2020-02-19,23:59:27,+03,1175185353893982208,mel66899153,Mel,,"Was Charles Lieber Arrested for Connections to Coronavirus, Wuhan Lab?  https://www.snopes.com/fact-check/charles-lieber-arrested-coronavirus/ … via @snopes",['snopes'],['https://www.snopes.com/fact-check/charles-lieber-arrested-coronavirus/'],[],0,0,0,[],[],https://twitter.com/Mel66899153/status/1230235471621611523,False,,0,,,,,,,"[{'user_id': '1175185353893982208', 'username': 'Mel66899153'}, {'user_id': '14294848', 'username': 'snopes'}]",,,,
1230235470665330694,1230235470665330694,1582145967000,2020-02-19,23:59:27,+03,1068525691233320960,jinxu51806239,jin xu,,Support for the Public Health Professionals of China Combatting COVID-19 - Sign the Petition!  http://chng.it/W8gZpzxh  via @Change,['change'],['http://chng.it/W8gZpzxh'],[],0,0,0,[],[],https://twitter.com/jinxu51806239/status/1230235470665330694,False,,0,,,,,,,"[{'user_id': '1068525691233320960', 'username': 'jinxu51806239'}, {'user_id': '15947602', 'username': 'Change'}]",,,,
1230235465548259328,1230235465548259328,1582145966000,2020-02-19,23:59:26,+03,1293051,aneel,Aneel ☕️,,China’s technology giants are using health-rating apps to track moments during the coronavirus outbreak  https://www.wsj.com/articles/china-turns-to-health-rating-apps-to-control-movements-during-coronavirus-outbreak-11582046508 … via @WSJ,['wsj'],['https://www.wsj.com/articles/china-turns-to-health-rating-apps-to-control-movements-during-coronavirus-outbreak-11582046508'],[],0,0,1,[],[],https://twitter.com/aneel/status/1230235465548259328,False,,0,,,,,,,"[{'user_id': '1293051', 'username': 'aneel'}, {'user_id': '3108351', 'username': 'WSJ'}]",,,,
1230235464629616642,1230235464629616642,1582145966000,2020-02-19,23:59:26,+03,3221009976,mfame_guru,viswa_mfame_guru,,Goods Stranded; Coronavirus Congestion Surcharge; Seaspan Fleet Expansion -  https://mailchi.mp/mfame/goods-stranded-coronavirus-congestion-surcharge-seaspan-fleet-expansion-jhf2xbb1tp …,[],['https://mailchi.mp/mfame/goods-stranded-coronavirus-congestion-surcharge-seaspan-fleet-expansion-jhf2xbb1tp'],[],0,0,0,[],[],https://twitter.com/mfame_guru/status/1230235464629616642,False,,0,,,,,,,"[{'user_id': '3221009976', 'username': 'mfame_guru'}]",,,,
1230235463694372865,1230235463694372865,1582145965000,2020-02-19,23:59:25,+03,157431055,carribablue,peter alexander,,Coronavirus Fears Take Toll On Chinese Businesses Nationwide  https://www.forbes.com/sites/maneetahuja/2020/02/19/coronavirus-fears-take-toll-on-chinese-businesses-nationwide/ … pic.twitter.com/ak9O3xYQzA,[],['https://www.forbes.com/sites/maneetahuja/2020/02/19/coronavirus-fears-take-toll-on-chinese-businesses-nationwide/'],['https://pbs.twimg.com/media/ERKsom4XYAATG-L.jpg'],0,0,0,[],[],https://twitter.com/carribablue/status/1230235463694372865,False,,0,,,,,,,"[{'user_id': '157431055', 'username': 'carribablue'}]",,,,
1230235457348194305,1230176362352332800,1582145964000,2020-02-19,23:59:24,+03,81292651,samslamdunkiam,Costco SAMple,,Amen. I'm so worried about my parents if the virus gets a foothold in America.,['irishzionist'],[],[],0,0,1,[],[],https://twitter.com/SamSlamDunkIAm/status/1230235457348194305,False,,0,,,,,,,"[{'user_id': '81292651', 'username': 'SamSlamDunkIAm'}, {'user_id': '823209014267965440', 'username': 'irishzionist'}]",,,,
1230235451845435395,1230235451845435395,1582145963000,2020-02-19,23:59:23,+03,865242169,theericerbshow,The Eric Erb Show Live,,New research reveals a way to stop Ebola virus from replicating –  http://NaturalNews.com  https://www.naturalnews.com/2020-02-19-new-research-stopping-ebola-virus-from-replicating.html …,[],"['http://NaturalNews.com', 'https://www.naturalnews.com/2020-02-19-new-research-stopping-ebola-virus-from-replicating.html']",[],0,0,0,[],[],https://twitter.com/TheEricErbShow/status/1230235451845435395,False,,0,,,,,,,"[{'user_id': '865242169', 'username': 'TheEricErbShow'}]",,,,
