adm0_name,iso3,X,Y,published,source,airline,info,optional1,optional2,optional3,ObjectId
Latvia,LVA,26.424619,56.641966,09.04.2020,https://www.businesstraveller.com/business-travel/2020/04/09/air-baltic-cancels-half-of-flights-for-summer-2020/,airBaltic,"airBaltic cancels all flights until at least 12 May, cuts half of its flights for summer 2020 ",,,,45
Lebanon,LBN,35.894185,33.921586,,,,,,,,46
Lesotho,LSO,28.247043,-29.58314,,,,,,,,47
Liancourt Rock,"KOR, JPN",131.864842,37.241642,,,,,,,,48
Liberia,LBR,-9.311921,6.448469,,,,,,,,49
Libya,LBY,18.029942,27.038767,,,,,,,,50
Liechtenstein,LIE,9.552985,47.14167,,,,,,,,51
Lithuania,LTU,23.905248,55.336787,,,,,,,,52
Luxembourg,LUX,6.092653,49.776797,21.04.2020,https://delano.lu/d/detail/news/luxair-grounds-flights-until-30-may/210195,Luxair,Luxair extends flight suspensions until 30 May because of COVID-19,,,,53
Macao,MAC,113.547149,22.196997,18.03.2020,https://www.routesonline.com/news/38/airlineroute/290850/air-macau-16apr20-31may20-operations-as-of-1000gmt-18apr20/,.Air Macau,Air Macau 16APR20 – 31MAY20 operations as of 18APR20,,,,54
Madagascar,MDG,46.696474,-19.382363,,,,,,,,55
Madeira Islands,PRT,-16.972586,32.736569,,,,,,,,56
Malawi,MWI,33.488462,-13.408199,,,,,,,,57
Malaysia,MYS,116.834631,5.452415,10.04.2020,https://www.routesonline.com/news/38/airlineroute/290735/malaysia-airlines-12apr20-17may20-international-operations-as-of-0430gmt-10apr20/,.Malaysia Airlines,Malaysia Airlines 12APR20 – 17MAY20 International operations as of 10APR20,,,,58
Malaysia,MYS,116.834631,5.452415,17.04.2020,https://www.routesonline.com/news/38/airlineroute/290834/malaysia-airlines-15apr20-19may20-domestic-operations-as-of-16apr20/,.Malaysia Airlines,Malaysia Airlines 15APR20 – 19MAY20 domestic operations as of 16APR20,,,,59
Malaysia,MYS,116.834631,5.452415,17.04.2020,https://www.routesonline.com/news/38/airlineroute/290833/malaysia-airlines-june-october-2020-international-operations-as-of-0545gmt-17apr20/,.Malaysia Airlines,Malaysia Airlines June – October 2020 International operations as of 0545GMT 17APR20,,,,60
Malaysia,MYS,116.834631,5.452415,12.04.2020,https://www.businesstraveller.com/business-travel/2020/04/11/air-asia-cancels-all-domestic-international-flights-until-april-30/,Malaysia Airlines,"AirAsia cancels all domestic, international flights until 30 April because of COVID-19",,,,61
Malaysia,MYS,116.834631,5.452415,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290881/airasia-29apr20-19may20-preliminary-operations-as-of-19apr20/,.AirAsia,AirAsia 29APR20 – 19MAY20 preliminary operations as of 19APR20,,,,62
Malaysia,MYS,116.834631,5.452415,19.03.2020,https://www.thejakartapost.com/news/2020/03/19/lion-air-group-suspends-flights-from-and-to-malaysia-amid-lockdown.html,Lion Air,Lion Air suspends Malaysia flights,,,,63
Malaysia,MYS,116.834631,5.452415,19.04.2020,https://www.routesonline.com/news/38/airlineroute/290855/malindo-air-may-oct-2020-international-operations-as-of-1015gmt-19apr20/,.Malindo Air,Malindo Air May – Oct 2020 International operations as of 19APR20,,,,64
Malaysia,MYS,116.834631,5.452415,20.04.2020,https://www.routesonline.com/news/38/airlineroute/290867/malindo-air-may-2020-preliminary-domestic-operations-as-of-0915gmt-20apr20/,.Malindo Air,Malindo Air May 2020 Preliminary domestic operations as of 20APR20,,,,65
Malaysia,MYS,116.834631,5.452415,24.04.2020,https://www.malaymail.com/news/malaysia/2020/04/24/malindo-air-resumes-domestic-flights-amid-mco/1859944,.Malindo Air,Malindo Air resumes domestic flights amid MCO,,,,66
Maldives,MDV,73.545949,1.92666,28.03.2020,https://avas.mv/en/80424,Flyme,FlyMe temporarily halts flights to prevent spread of COVID-19,,,,67
Maldives,MDV,73.545949,1.92666,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290879/maldivian-week-of-26apr20-operations-as-of-19apr20/,.Maldivian,Maldivian week of 26APR20 operations as of 19APR20,,,,68
Mali,MLI,-3.527933,17.358919,,,,,,,,69
Malta,MLT,14.440213,35.888112,19.03.2020,https://aviationvoice.com/air-malta-to-stop-commercial-flights-until-further-notice-2-202003190011/,Air Malta ,Air Malta will suspend all commercial flights until further notice because of COVID-19 on 20 March 2020,,,,70
Malta,MLT,14.440213,35.888112,23.03.2020,https://www.osac.gov/Content/Report/32744e2b-1f99-4438-8462-1844951c73a7,Air Malta ,U.S. Embassy reports Air Malta will schedule outbound flights to some European cities beginning on 23 March amid COVID-19 concerns,,,,71
Marshall Islands,MHL,168.111299,5.617142,,,,,,,,72
Martinique,MTQ,-60.914458,14.566542,,,,,,,,73
Mauritania,MRT,-10.340357,20.263334,,,,,,,,74
Mauritius,MUS,57.572082,-20.283505,22.04.2020,https://af.reuters.com/article/commoditiesNews/idAFL5N2CA4GI,Air Mauritius,Air Mauritius enters voluntary administration due to coronavirus,,,,75
Mayotte,MYT,45.14408,-12.823484,,,,,,,,76
Mexico,MEX,-102.52608,23.944025,31.03.2020,https://www.reuters.com/article/health-coronavirus-mexico-volaris/mexican-airline-volaris-reduces-capacity-further-amid-coronavirus-idUSL1N2BP07K,Volaris,Volaris airline to reduce capacity during April ,,,,77
Mexico,MEX,-102.52608,23.944025,21.03.2020,Reuters,Interjet,Interjet to suspend international flights from 24 March because of COVID-19 ,,,,78
Mexico,MEX,-102.52608,23.944025,22.04.2020,https://www.routesonline.com/news/38/airlineroute/290908/interjet-april-2020-operations-as-of-19apr20/,.Interjet,Interjet April 2020 operations as of 19APR20,,,,79
Mexico,MEX,-102.52608,23.944025,23.03.2020,https://www.milenio.com/negocios/coronavirus-aeromexico-cancela-rutas-eu-sudamerica-centroamerica,AeroMexico,"Aeromexico reduces European, South and Central American operationsy",,,,80
Mexico,MEX,-102.52608,23.944025,07.04.2020,https://www.routesonline.com/news/38/airlineroute/290674/aeromexico-week-of-12apr20-international-operations-as-of-0530gmt-07apr20/,.AeroMexico,AeroMexico week of 12APR20 International operations as of 07APR20,,,,81
Mexico,MEX,-102.52608,23.944025,22.04.2020,https://www.routesonline.com/news/38/airlineroute/290909/vivaaerobus-06apr20-10may20-interim-operations-as-of-19apr20/,.Vivaaerobus,Vivaaerobus 06APR20 – 10MAY20 Interim operations as of 19APR20,,,,82
Micronesia (Federated States of),FSM,158.227402,6.881751,,,,,,,,83
Midway Island,UMI,-177.37823,28.209428,,,,,,,,84
Monaco,MCO,7.431613,43.748919,,,,,,,,85
Mongolia,MNG,103.069763,46.836428,,,,,,,,86
Montenegro,MNE,19.252232,42.78762,22.04.2020,https://www.exyuaviation.com/2020/04/montenegro-airlines-delays-service.html,Montenegro Airlines,Montenegro Airlines pushes back resumption of operations until 7 May because of COVID-19,,,,87
Montserrat,MSR,-62.189766,16.739531,,,,,,,,88
Morocco,MAR,-6.281337,31.841712,20.02.2020,https://worldairlinenews.com/2020/03/20/royal-air-maroc-suspends-international-flights/,Royal Air Maroc,"Royal Air Maroc suspends international flights (and domestic flights, Reuters 21.03.2020)",,,,89
Mozambique,MOZ,38.182474,-14.279733,27.04.2020,https://www.routesonline.com/news/38/airlineroute/290958/lam-mozambique-resumes-lisbon-service-from-june-2020/,.LAM,LAM Mozambique resumes Lisbon service from June 2020,,,,90
Myanmar,MMR,96.517823,21.201016,,,,,,,,91
Namibia,NAM,17.22161,-22.138825,25.03.2020,Reuters,Air Namibia ,Air Namibia suspends all flights effective 27 March following partial lockdown because of COVID-19,,,,92
Nauru,NRU,166.934165,-0.5285,,,,,,,,93
Navassa Island,UMI,-75.012453,18.401927,,,,,,,,94
Nepal,NPL,83.946789,28.258663,21.03.2020,https://thehimalayantimes.com/business/himalaya-airlines-announces-suspension-of-all-flights/ ,Himalaya Airlines ,Himalaya Airlines temporarily suspends all flights because of COVID-19,,,,95
Netherlands,NLD,5.331481,51.867289,31.03.2020,https://worldairlinenews.com/2020/03/31/transavia-airlines-netherlands-cancels-all-flights-until-may-6/,Transavia,"Transavia Airlines (Netherlands) cancels all flights until May 6
",,,,96
Netherlands,NLD,5.331481,51.867289,16.03.2020,https://worldairlinenews.com/2020/03/16/air-france-klm-takes-exceptional-measures-due-to-coronavirus-grounds-a380s-and-747-400s/,KLM,"KLM takes exceptional measures due to coronavirus, grounds A380s and 747-400s",,,,97
Netherlands,NLD,5.331481,51.867289,24.03.2020,https://worldairlinenews.com/2020/03/24/klm-starts-the-summer-schedule-with-57-destinations/,KLM,KLM starts the summer schedule with 57 destinations,,,,98
Netherlands,NLD,5.331481,51.867289,31.03.2020,https://www.routesonline.com/news/38/airlineroute/290575/klm-01apr20-11apr20-european-operations-as-of-31mar20/,.KLM,KLM 01APR20 – 11APR20 European operations as of 31MAR20,,,,99
Netherlands,NLD,5.331481,51.867289,18.04.2020,https://www.routesonline.com/news/38/airlineroute/290837/klm-ns20-long-haul-operations-as-of-0845gmt-17apr20/,.KLM,KLM NS20 Long-Haul operations as of 17APR20,,,,100
New Caledonia,NCL,165.514337,-21.410423,,,,,,,,101
New Zealand,NZL,170.475567,-43.987216,21.03.2020,https://www.stuff.co.nz/national/health/coronavirus/120472548/coronavirus-samoa-suspends-all-flights-from-australia,Air New Zealand,Air New Zealand flights between Faleolo and Auckland will be once a week for both carriers as well until further notice.,,,,102
New Zealand,NZL,170.475567,-43.987216,26.03.2020,https://worldairlinenews.com/2020/03/26/air-new-zealand-updates-its-international-network/,Air New Zealand,Air New Zealand updates its international network,,,,103
New Zealand,NZL,170.475567,-43.987216,15.04.2020,https://www.routesonline.com/news/38/airlineroute/290798/air-new-zealand-extends-interim-schedule-until-late-june-2020/,.Air New Zealand,Air New Zealand extends interim schedule until late-June 2020,,,,104
New Zealand,NZL,170.475567,-43.987216,27.04.2020,https://www.routesonline.com/news/38/airlineroute/290961/air-new-zealand-revises-domestic-operations-from-28apr20/,.Air New Zealand,Air New Zealand revises Domestic operations from 28APR20,,,,105
Nicaragua,NIC,-85.038304,12.845729,,,,,,,,106
Niger,NER,9.403063,17.423744,,,,,,,,107
Nigeria,NGA,8.111462,9.619246,27.03.2020,https://www.thisdaylive.com/index.php/2020/03/27/ibom-air-suspends-flight-operation/,Ibom Air,Ibom Air to suspend flights from 29 March,,,,108
Nigeria,NGA,8.111462,9.619246,25.03.2020,https://www.worldstagegroup.com/covid-19-dana-airlines-suspends-flight-for-14-days/,Dana Air,Dana Air suspends flights for 14 days ,,,,109
Nigeria,NGA,8.111462,9.619246,25.03.2020,https://www.channelstv.com/2020/03/25/arik-air-aero-suspend-all-flight-operations/,"Arik Air, Aero Contractors, Air Peace","Arik Air, Aero Contractors, Air Peace suspend flights ",,,,110
Niue,NIU,-169.85833,-19.05187,,,,,,,,111
Norfolk Island,NFK,167.952344,-29.032574,,,,,,,,112
North Macedonia,MKD,21.700791,41.60048,,,,,,,,113
Northern Mariana Islands,MNP,145.753646,15.188972,,,,,,,,114
Norway,NOR,11.478464,61.343111,20.04.2020,https://www.routesonline.com/news/38/airlineroute/290869/norwegian-26apr20-30may20-operations-as-of-19apr20/,Norwegian,Norwegian 26APR20 – 30MAY20 operations as of 19APR20,,,,115
Norway,NOR,11.478464,61.343111,27.04.2020,https://www.cityam.com/norwegian-air-says-planes-set-to-remain-grounded-until-april-2021/,Norwegian,Norwegian Air says planes set to remain grounded until April 2021,,,,116
Norway,NOR,11.478464,61.343111,30.03.2020,https://www.routesonline.com/news/38/airlineroute/290550/sas-week-of-29mar20-european-operations-as-of-29mar20/,SAS (Norway),SAS week of 29MAR20 European operations,,,,117
Norway,NOR,11.478464,61.343111,20.04.2020,https://www.routesonline.com/news/38/airlineroute/290868/widere-week-of-19apr20-operations-overview/,Widerøe,Widerøe week of 19APR20 operations overview,,,,118
Abyei,"SDN, SSD",28.415755,9.786952,,,,,,,,119
Afghanistan,AFG,66.026881,33.831602,,,,,,,,120
Aksai Chin,"AKS, CHN",79.132432,35.030488,,,,,,,,121
Åland Islands,ALA,19.80946,60.15449,,,,,,,,122
Albania,ALB,20.066643,41.138926,,,,,,,,123
Algeria,DZA,2.678028,28.157361,20.04.2020,https://www.observalgerie.com/date-officielle-de-la-reprise-de-ses-vols-air-algerie-se-prononce/2020/,.Air Algerie,Date officielle de la reprise de ses vols : Air Algérie se prononce,,,,124
All Airlines,xUK,32.923365,34.638024,29.03.2020,https://samchui.com/2020/03/29/covid-19-comprehensive-list-of-airlines-and-routes-still-operate/?utm_source=BoardingArea&utm_medium=twitter#.XoDurIgzY2w,".zAirlines (Airline Code): AA, AC, AF, AY, BA, BR, CA, CI, CX, CZ, DL, HU, JP, KE, KL, LH, LX, MU, NH, OZ, QF, QR, SK, SU, SQ, TP, UA",COVID-19: COMPREHENSIVE LIST OF AIRLINES AND ROUTES THAT STILL OPERATE,,,,125
American Samoa,ASM,-170.71806,-14.300686,,,,,,,,126
Andorra,AND,1.576279,42.545479,,,,,,,,127
Angola,AGO,17.577532,-12.337524,27.03.2020,https://www.routesonline.com/news/38/airlineroute/290513/taag-15-day-scheduled-service-suspension-from-20mar20/,TAAG,TAAG 15-day scheduled service suspension from 20MAR20,,,,128
Anguilla,AIA,-63.054596,18.214755,,,,,,,,129
Antarctica,ATA,21.475857,-80.408977,,,,,,,,130
Antigua and Barbuda,ATG,-61.799256,17.077306,,,,,,,,131
Argentina,ARG,-63.578123,-31.578414,30.04.2020,https://www.routesonline.com/news/38/airlineroute/290537/aerolineas-argentinas-01apr20-10apr20-operations-as-of-29mar20/,.Aerolineas Argentinas,Aerolineas Argentinas 01APR20 – 10APR20 operations as of 29MAR20,,,,132
Armenia,ARM,44.938387,40.295005,,,,,,,,133
Aruba,ABW,-69.970272,12.50911,,,,,,,,134
Arunachal Pradesh,"IND, CHN",94.372447,28.128178,,,,,,,,135
Ashmore and Cartier Islands,AUS,122.967269,-12.242967,,,,,,,,136
Australia,AUS,134.354708,-25.573209,24.03.2020,https://www.news.com.au/travel/travel-updates/health-safety/coronavirus-virgin-australia-stands-down-8000-tiger-air-ground-fleet/news-story/e5779b7b867c492c51f8142974371e40,Tigerair Australia,Tigerair Australia will ground all their domestic services effective immediately.,,,,137
Australia,AUS,134.354708,-25.573209,23.03.2020,https://www.northweststar.com.au/story/6692672/rex-grounding-all-flights-except-qld-as-travel-ban-bites/,Regional Express,Regional Express to ground almost all its public flights from 6 April,,,,138
Australia,AUS,134.354708,-25.573209,09.04.2020,https://www.cityam.com/coronavirus-virgin-australia-to-grounds-all-but-one-domestic-flights-and-seeks-state-aid/,Virgin Australia,Virgin Australia will ground all but one domestic flight until at least 15 June because of COVID-19,,,,139
Australia,AUS,134.354708,-25.573209,17.04.2020,https://www.routesonline.com/news/38/airlineroute/290835/virgin-australia-17apr20-14jun20-domestic-operations-as-of-17apr20/,.Virgin Australia,Virgin Australia 17APR20 – 14JUN20 Domestic operations as of 17APR20,,,,140
Australia,AUS,134.354708,-25.573209,17.04.2020,https://www.rustourismnews.com/2020/04/17/virgin-australia-to-resume-limited-flights/,.Virgin Australia,"Virgin Australia to resume limited domestic operations until 7 June, some repatriation flights amid COVID-19 pandemic",,,,141
Australia,AUS,134.354708,-25.573209,06.04.2020,https://www.routesonline.com/news/38/airlineroute/290656/jetstar-aprilmay-2020-domestic-operations-as-of-05apr20/,.Virgin Australia,Jetstar April/May 2020 Domestic operations as of 05APR20,,,,142
Australia,AUS,134.354708,-25.573209,08.04.2020,https://www.routesonline.com/news/38/airlineroute/290696/qantas-schedules-limited-international-flights-in-april-2020/,.Qantas,Qantas schedules limited International flights in April 2020,,,,143
Australia,AUS,134.354708,-25.573209,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290891/qantas-week-of-26apr20-domestic-operations-as-of-19apr20/,.Qantas,Qantas week of 26APR20 domestic operations as of 19APR20,,,,144
Australia,AUS,134.354708,-25.573209,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290892/jetstar-week-of-26apr20-operations-as-of-19apr20/,.Jetstar,Jetstar week of 26APR20 operations as of 19APR20,,,,145
Australia,AUS,134.354708,-25.573209,19.03.2020,https://worldairlinenews.com/2020/03/19/qantas-and-jetstar-to-suspend-scheduled-international-flights-all-a380s-747s-and-dreamliners-grounded/,"Qantas, Jetstar","QANTAS and Jetstar to suspend scheduled international flights, all A380s. 747s and Dreamliners grounded",,,,146
Austria,AUT,14.141702,47.58705,16.04.2020,https://worldairlinenews.com/2020/04/16/austrian-extends-temporary-cessation-of-flight-operations-until-may-17/,Austrian Airlines,Austrian extends temporary cessation of flight operations until May 17,,,,147
Austria,AUT,14.141702,47.58705,24.04.2020,https://wizzair.com/#/,.Wizz,Wizz Air to resume Vienna flights from 1 May,,,,148
Azerbaijan,AZE,50.010647,40.392295,31.03.2020,https://www.routesonline.com/news/38/airlineroute/290562/azerbaijan-airlines-downsizes-operation-from-26mar20/,.Azerbajan Airlines,Azerbaijan Airlines operations from 26MAR20,,,,149
Azores Islands,PRT,-25.494913,37.77694,,,,,,,,150
Bahamas,BHS,-78.051117,24.695466,,,,,,,,151
Bahrain,BHR,50.547509,26.054724,04.04.2020,https://www.reuters.com/article/us-health-coronavirus-bahrain-airlines/gulf-air-says-transit-open-again-via-bahrain-for-international-travelers-idUSKBN21M0AU,Gulf Air,Gulf Air says transit open again via Bahrain for international travelers,,,,152
Bahrain,BHR,50.547509,26.054724,31.03.2020,https://www.routesonline.com/news/38/airlineroute/290561/gulf-air-week-of-29mar20-operations/,.Gulf Air,Gulf Air week of 29MAR20 operations,,,,153
Baker Island,UMI,-176.47834,0.194787,,,,,,,,154
Bangladesh,BGD,90.28042,23.927884,05.03.2020,https://www.routesonline.com/news/38/airlineroute/290632/us-bangla-airlines-reduces-guangzhou-service-/,US Bangla,US-Bangla Airlines reduces Guangzhou service,,,,155
Bangladesh,BGD,90.28042,23.927884,27.03.2020,https://www.dhakatribune.com/bangladesh/2020/03/27/biman-to-suspend-uk-flights-from-april-1,Biman Bangladesh,Biman Bangladesh Airlines suspends flights to London and Manchester for seven days starting from 30 March ,,,,156
Bangladesh,BGD,90.28042,23.927884,12.04.2020,https://www.newagebd.net/article/104248/biman-not-to-fly-till-apr-30,Biman Bangladesh,Biman not to fly till Apr 30,,,,157
Barbados,BRB,-59.53546,13.13996,,,,,,,,158
Bassas da India,xFR,39.748618,-21.46322,,,,,,,,159
Belarus,BLR,28.0494,53.541933,01.04.2020,https://www.ruaviation.com/news/2020/3/31/14899/,Belavia,Belavia suspends flights to Moscow airports until 30 April because of COVID-19,,,,160
Belarus,BLR,28.0494,53.541933,09.04.2020,https://www.routesonline.com/news/38/airlineroute/290716/belavia-to-resume-uzbekistan-service-from-late-may-2020/,.Belavia,Belavia to resume Uzbekistan service from late-May 2020,,,,161
Belarus,BLR,28.0494,53.541933,10.04.2020,https://www.routesonline.com/news/38/airlineroute/290737/belavia-moves-vienna-service-resumption-to-late-april-2020/,.Belavia,Belavia moves Vienna service resumption to late-April 2020,,,,162
Belgium,BEL,4.660713,50.640947,28.03.2020,https://www.aviation24.be/airlines/air-antwerp/air-antwerp-intends-to-resume-service-between-antwerp-and-london-city-on-4-may/,Air Antwerp,Air Antwerp intends to resume service between Antwerp and London City on 4 May,,,,163
Belgium,BEL,4.660713,50.640947,17.03.2020,https://worldairlinenews.com/2020/03/17/air-belgium-urges-passengers-to-not-fly-until-at-least-april-30-adds-return-flights-from-the-caribbean/,Air Belgium,"Air Belgium urges passengers to not fly until at least April 30, adds return flights from the Caribbean",,,,164
Belgium,BEL,4.660713,50.640947,10.04.2020,https://www.aviation24.be/airlines/air-belgium/coronavirus-suspends-commercial-operations-june-2020/,Air Belgium,Air Belgium will suspend flights until 3 June,,,,165
Belgium,BEL,4.660713,50.640947,06.04.2020,https://www.aviation24.be/airlines/lufthansa-group/brussels-airlines/coronavirus-brussels-airlines-extends-the-temporary-suspension-of-its-flights-until-15-may/,Brussels Airlines ,Brussels Airlines extends suspension of flights until 15 May ,,,,166
Belgium,BEL,4.660713,50.640947,10.04.2020,https://en.yabiladi.com/articles/details/92021/brussels-airlines-scraps-flights-marrakech.html,Brussels Airlines ,Brussels Airlines suspends flights to eight destinations until March 2021 because of COVID-19 crisis,,,,167
Belgium,BEL,4.660713,50.640947,01.04.2020,https://www.aviation24.be/airlines/tui-belgium-cancels-all-trips-until-may-10-included/,TUI Airlines Belgium,TUI Airlines Belgium cancels all flights until 10 May ,,,,168
Belize,BLZ,-88.708794,17.19908,,,,,,,,169
Benin,BEN,2.339979,9.653766,,,,,,,,170
Bermuda,BMU,-64.785473,32.279828,,,,,,,,171
Bhutan,BTN,90.427775,27.395175,31.03.2020,https://www.routesonline.com/news/38/airlineroute/290563/druk-air-30mar20-30apr20-operations-as-of-29mar20/,.Druk Air,Druk Air 30MAR20 – 30APR20 operations as of 29MAR20,,,,172
Bi'r Tawīl,"SDN, EGY",33.687997,21.888666,,,,,,,,173
Bird Island,VEN,-63.617377,15.668231,,,,,,,,174
Bolivia,BOL,-64.662243,-16.712734,,,,,,,,175
Bonaire,BES,-68.308064,12.226704,,,,,,,,176
Bosnia and Herzegovina,BIH,17.785036,44.168219,16.03.2020,http://www.sarajevotimes.com/aeagen-lufthansa-and-pegasus-airlines-suspended-flights-from-sarajevo-international-airport/,"Aegean, Lufthansa, Pegasus",Flights suspended Flights from Sarajevo International Airport,,,,177
Botswana,BWA,23.813802,-22.188101,,,,,,,,178
Bouvet Island,BVT,3.363476,-54.421105,,,,,,,,179
Brazil,BRA,-53.089656,-10.772064,24.03.2020,https://worldairlinenews.com/2020/03/24/gol-reduces-network-maintains-service-to-all-brazilian-capital-cities/,Gol,"Gol reduces network, maintains service to all Brazilian capital cities",,,,180
Brazil,BRA,-53.089656,-10.772064,20.03.2020,https://www.reuters.com/article/us-health-coronavirus-gol-linhas-ae/brazil-airline-gol-to-suspend-all-international-flights-march-23-june-30-idUSKBN2143ED,Gol,Gol Linhas Aereas to suspend all international flights from 23 March to 30 June because of low demand ,,,,181
Brazil,BRA,-53.089656,-10.772064,30.03.2020,https://www.routesonline.com/news/38/airlineroute/290539/gol-april-2020-operations-as-of-29mar20/,.Gol,GOL April 2020 operations as of 29MAR20,,,,182
Brazil,BRA,-53.089656,-10.772064,17.03.2020,https://worldairlinenews.com/2020/03/17/azul-will-cut-capacity-up-to-50/,Azul,Azul will cut capacity up to 50%,,,,183
Oman,OMN,57.879121,21.990536,17.03.2020,https://www.routesonline.com/news/38/airlineroute/290829/oman-air-may-2020-europe-preliminary-operations-as-of-0345gmt-17apr20/,.Oman Air,Oman Air May 2020 Europe preliminary operations as of 17APR20,,,,184
Brazil,BRA,-53.089656,-10.772064,30.03.2020,https://www.routesonline.com/news/38/airlineroute/290538/azul-april-2020-operations-as-of-29mar20/,.Azul,Azul April 2020 operations as of 29MAR20,,,,185
Brazil,BRA,-53.089656,-10.772064,13.04.2020,https://www.routesonline.com/news/38/airlineroute/290759/azul-files-new-york-jfk-preliminary-schedule-from-april-2021/,.Azul,Azul files New York JFK preliminary schedule from April 2021,,,,186
Brazil,BRA,-53.089656,-10.772064,03.04.2020,LATAM suspends all international flights until 30 April because of COVID-19,LATAM Brasil,LATAM Brasil April 2020 International operations as of 03APR20,,,,187
Brazil,BRA,-53.089656,-10.772064,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290890/latam-brasil-week-of-19apr20-operations/,LATAM,LATAM Brasil week of 19APR20 operations,,,,188
Brazil,BRA,-53.089656,-10.772064,16.03.2020,https://www.reuters.com/article/us-health-coronavirus-brazil-airlines/brazils-azul-cuts-international-flights-carriers-expect-government-aid-idUSKBN2132HL,Azul Linhas Aereas Brasileiras ,"Brazilian airline Azul said on Monday it would cut all international flights out of its main hub in Sao Paulo state, while the country’s government is likely to roll out a relief package as the sector struggles with the coronavirus pandemic. ",,,,189
British Virgin Islands,VGB,-64.59433,18.430285,,,,,,,,190
Brunei Darussalam,BRN,114.628856,4.49737,18.03.2020,https://www.flyroyalbrunei.com/brunei/en/covid-19-updates/,Royal Brunei,"Royal Brunei Airlines has announced a significantly reduced flight schedule, and will be suspending their direct flight from Brunei to London from 0010 on 22 March.",,,,191
Brunei Darussalam,BRN,114.628856,4.49737,08.04.2020,https://www.routesonline.com/news/38/airlineroute/290693/royal-brunei-extends-interim-schedule-to-late-may-2020/,.Royal Brunei,Royal Brunei extends interim schedule to late-May 2020,,,,192
Brunei Darussalam,BRN,114.628856,4.49737,17.04.2020,https://www.routesonline.com/news/38/airlineroute/290832/druk-air-royal-bhutan-airlines-15apr20-30apr20-operations-as-of-15apr20/,.DrukAir-Royal Brunei,"DrukAir-Royal, Bhutan Airlines 15APR20 – 30APR20 operations as of 15APR20",,,,193
Bulgaria,BGR,25.237625,42.757311,08.04.2020,https://seenews.com/news/wizz-air-cancels-all-sofia-lisbon-flights-until-april-13-694278,Wizz,Wizz Air cancels all of its flights connecting Sofia to Lisbon from 9-13 April ,,,,194
Bulgaria,BGR,25.237625,42.757311,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290887/bulgaria-air-week-of-19apr20-operations/,.Bulgaria Air,Bulgaria Air week of 19APR20 operations,,,,195
Burkina Faso,BFA,-1.735501,12.273481,20.03.2020,https://lefaso.net/spip.php?article95620,Air Burkina,All flights canceled from 21MAR20,,,,196
Burundi,BDI,29.890813,-3.366382,,,,,,,,197
Cambodia,KHM,104.922836,12.711638,08.04.2020,https://www.routesonline.com/news/38/airlineroute/290704/cambodia-airways-plans-hong-kong-service-from-june-2020/,Cambodia Airways,Cambodia Airways plans Hong Kong service from June 2020,,,,198
Cameroon,CMR,12.751782,5.69612,,,,,,,,199
Canada,CAN,-102.46617,58.040219,24.04.2020,https://www.routesonline.com/news/38/airlineroute/290947/westjet-05may20-04jun20-domestic-operations-as-of-24apr20/,.West Jet,WestJet 05MAY20 – 04JUN20 Domestic operations as of 24APR20,,,,200
Canada,CAN,-102.46617,58.040219,16.04.2020,https://www.routesonline.com/news/38/airlineroute/290816/air-canada-may-october-2020-international-operations-as-of-0930gmt-16apr20/,.Air Canada,Air Canada May – October 2020 International operations as of 16APR20,,,,201
Canada,CAN,-102.46617,58.040219,22.04.2020,Media,.Air Canada,Air Canada is resuming Tel Aviv-Toronto flights from 1 June with three weekly flights and with daily flights from 23 June. Air Canada is resuming Tel Aviv-Montreal flights from 24 June with two weekly flights and three weekly flights from 6 July. ,,,,202
Canada,CAN,-102.46617,58.040219,27.04.2020,https://www.cbc.ca/news/business/porter-airline-grounding-1.5546363?cmp=rss,Porter Airlines,Porter Airlines extends flight shutdown to June 29,,,,203
Canada,CAN,-102.46617,58.040219,20.03.2020,https://www.travelweek.ca/news/swoop-to-suspend-international-service-sunday/,Swoop,Swoop suspends international flights from 22 March to 31 May ,,,,204
Canada,CAN,-102.46617,58.040219,09.04.2020,"https://www.routesonline.com/news/38/airlineroute/290723/westjet-removes-halifax-manchester-launch-from-june-2020/",West Jet,WestJet removes Halifax – Manchester launch from June 2020,,,,205
Canada,CAN,-102.46617,58.040219,19.03.2020,https://www.eturbonews.com/567536/canadas-air-transat-suspends-all-flights/,Air Transat,Air Transat suspends all flights through 30 April,,,,206
Canada,CAN,-102.46617,58.040219,13.04.2020,https://www.bnnbloomberg.ca/air-canada-and-others-suspend-flights-until-june-as-sector-slammed-by-covid-19-1.1420953,Air Canada,Air Canada and others suspend flights until June,,,,207
Canada,CAN,-102.46617,58.040219,27.03.2020,https://www.vicnews.com/news/covid-19-harbour-air-suspends-all-scheduled-flights/,Harbour Air ,Harbour Air suspends all scheduled flights until 4 May.,,,,208
Canada,CAN,-102.46617,58.040219,08.04.2020,https://www.routesonline.com/news/38/airlineroute/290699/air-canada-may-2020-international-operations-as-of-0500gmt-08apr20/,.Air Canada,Air Canada May 2020 International operations as of 0500GMT 08APR20,,,,209
