adm0_name,iso3,X,Y,published,source,airline,info,optional1,optional2,optional3,ObjectId
Canada,CAN,-102.46617,58.040219,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290902/air-canada-suspends-scheduled-us-service-27apr20-21may20/,.Air Canada,Air Canada suspends scheduled US service 27APR20 – 21MAY20,,,,210
Canada,CAN,-102.46617,58.040219,20.04.2020,https://www.routesonline.com/news/38/airlineroute/290858/flair-airlines-01apr20-15jun20-interim-operations/,.Flair Airlines,Flair Airlines 01APR20 – 15JUN20 Interim operations,,,,211
Canary Islands,ESP,-16.549663,28.283759,,,,,,,,212
Cape Verde,CPV,-23.624781,15.083715,18.03.2020,https://worldairlinenews.com/2020/03/17/cabo-verde-airlines-suspends-all-operations-for-at-least-30-days/,Cabo Verde Airlines,Cabo Verde Airlines suspends all operations for at least 30 days,,,,213
Cayman Islands,CYM,-81.243444,19.318294,23.04.2020,https://www.routesonline.com/news/38/airlineroute/290929/cayman-airways-express-extends-reduced-domestic-service-to-late-may-2020/,.Cayman Airways Express,Cayman Airways Express extends reduced domestic service to late-May 2020,,,,214
Central African Republic,CAF,20.935595,7.003721,,,,,,,,215
Chad,TCD,18.666184,15.362793,,,,,,,,216
Chagos Archipelagio,IOT,72.459611,-7.40237,,,,,,,,217
Chile,CHL,-71.21981,-35.226443,20.04.2020,https://www.businesstraveller.com/business-travel/2020/04/20/latam-suspends-european-services-until-june/,LATAM ,LATAM suspends European services until June,,,,218
Chile,CHL,-71.21981,-35.226443,03.04.2020,https://www.routesonline.com/news/38/airlineroute/290612/latam-chile-april-2020-international-operations-as-of-03apr20/,.LATAM Chile,LATAM Chile April 2020 International operations as of 03APR20,,,,219
Chile,CHL,-71.21981,-35.226443,11.04.2020,https://techxplore.com/news/2020-04-latam-airline-international-flights.html,LATAM ,LATAM airline suspends international flights,,,,220
Chile,CHL,-71.21981,-35.226443,30.03.2020,https://www.routesonline.com/news/38/airlineroute/290541/latam-chile-april-2020-operations-as-of-29mar20/,.LATAM ,LATAM Chile April 2020 Operations as of 29MAR20,,,,221
Chile,CHL,-71.21981,-35.226443,23.03.2020,https://edition.cnn.com/world/live-news/coronavirus-outbreak-03-23-20-intl-hnk/index.html,SKY ,SKY suspends all flights until 30 April because of COVID-19,,,,222
China,CHN,104.140337,32.309904,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290903/air-china-may-2020-international-operations-as-of-21apr20/,.Air China,Air China May 2020 International operations as of 21APR20,,,,223
China,CHN,104.140337,32.309904,01.04.2020,https://www.routesonline.com/news/38/airlineroute/290585/chinese-carriers-international-operation-revision-29mar20-02may20-as-of-01apr20/,.Beijing Capital Airlines,(Beijing Capital Airlines) Chinese carriers International operation revision 29MAR20 – 02MAY20,,,,224
China,CHN,104.140337,32.309904,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290905/china-eastern-shanghai-airlines-may-2020-international-operations-as-of-21apr20/,.China Eastern,China Eastern / Shanghai Airlines May 2020 International operations as of 21APR20,,,,225
China,CHN,104.140337,32.309904,27.04.2020,https://www.routesonline.com/news/38/airlineroute/290965/china-southern-schedules-a380-vancouver-service-28apr20-27may20/,.China Southern,China Southern schedules service 28APR20 – 27MAY20 as of 27MAY20,,,,226
China,CHN,104.140337,32.309904,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290894/hainan-airlines-may-2020-international-operations-as-of-21apr20/,.Hainan Airlines,Hainan Airlines May 2020 International operations as of 21APR20,,,,227
China,CHN,104.140337,32.309904,01.04.2020,https://www.routesonline.com/news/38/airlineroute/290585/chinese-carriers-international-operation-revision-29mar20-02may20-as-of-01apr20/,.Juneyao Airlines,(Juneyao Airlines) Chinese carriers International operation revision 29MAR20 – 02MAY20 ,,,,228
China,CHN,104.140337,32.309904,01.04.2020,https://www.routesonline.com/news/38/airlineroute/290585/chinese-carriers-international-operation-revision-29mar20-02may20-as-of-01apr20/,.Shandong Airlines,(Shandong Airlines) Chinese carriers International operation revision 29MAR20 – 02MAY20 ,,,,229
China,CHN,104.140337,32.309904,01.04.2020,https://www.routesonline.com/news/38/airlineroute/290585/chinese-carriers-international-operation-revision-29mar20-02may20-as-of-01apr20/,.Shanghai Airlines,(Shanghai Airlines) Chinese carriers International operation revision 29MAR20 – 02MAY20 ,,,,230
China,CHN,104.140337,32.309904,01.04.2020,https://www.routesonline.com/news/38/airlineroute/290585/chinese-carriers-international-operation-revision-29mar20-02may20-as-of-01apr20/,.Sichuan Airlines,(Sichuan Airlines)  Chinese carriers International operation revision 29MAR20 – 02MAY20 ,,,,231
China,CHN,104.140337,32.309904,14.04.2020,https://www.routesonline.com/news/38/airlineroute/290779/sichuan-airlines-plans-to-resume-los-angeles-service-from-sep-2020/,.Sichuan Airlines,Sichuan Airlines plans to resume Los Angeles service from Sep 2020,,,,232
China,CHN,104.140337,32.309904,01.04.2020,https://www.routesonline.com/news/38/airlineroute/290585/chinese-carriers-international-operation-revision-29mar20-02may20-as-of-01apr20/,.Spring Airlines,(Spring Airlines) Chinese carriers International operation revision 29MAR20 – 02MAY20 ,,,,233
China,CHN,104.140337,32.309904,01.04.2020,https://www.routesonline.com/news/38/airlineroute/290585/chinese-carriers-international-operation-revision-29mar20-02may20-as-of-01apr20/,.Xiamen Airlines,(Xiamen Airlines) Chinese carriers International operation revision 29MAR20 – 02MAY20 ,,,,234
China/India,"CHN, IND",79.333961,32.875909,,,,,,,,235
Christmas Island,CXR,105.637062,-10.485213,,,,,,,,236
Pakistan,PAK,68.808093,29.37884,06.04.2020,https://www.khaleejtimes.com/coronavirus-pandemic/pia-halts-flight-operations-from-karachi-after-pilots-suspected-of-contracting-covid-19,PIA,PIA suspends flight operations from Karachi after pilots quarantined,,,,237
Pakistan,PAK,68.808093,29.37884,18.04.2020,https://www.brecorder.com/2020/04/18/590455/pakistan-partially-resumes-flight-operations-for-uk/,.PIA,Pakistan partially resumes flight operations for UK,,,,238
Palau,PLW,134.56581,7.499895,,,,,,,,239
Palmyra Atoll,UMI,-162.08226,5.887362,,,,,,,,240
Panama,PAN,-80.09271,8.520588,24.04.2020,https://www.rustourismnews.com/2020/04/23/copa-airlines-to-restart-operations-on-june-1st/,COPA Airlines,Copa Airlines to Restart Operations on 01JUN20,,,,241
Papua New Guinea,PNG,145.859066,-6.758285,,,,,,,,242
Paracel Islands,xPI,112.338214,16.834463,,,,,,,,243
Paraguay,PRY,-60.548542,-21.702162,,,,,,,,244
Peru,PER,-71.821304,-13.590187,,,,,,,,245
Philippines,PHL,120.861863,14.16474,12.04.2020,https://www.businesstraveller.com/business-travel/2020/04/12/philippine-airlines-plans-to-resume-some-flights-in-may/,.Philippine Airlines,"Philippines Airlines plans to resume some international, domestic flights on select routes in May",,,,246
Philippines,PHL,120.861863,14.16474,10.04.2020,https://www.routesonline.com/news/38/airlineroute/290731/philippine-airlines-may-2020-international-operations-as-of-0250gmt-10apr20/,.Philippine Airlines,Philippine Airlines May 2020 International operations as of  10APR20,,,,247
Philippines,PHL,120.861863,14.16474,20.04.2020,https://www.routesonline.com/news/38/airlineroute/290870/philippine-airlines-may-2020-cebu-los-angeles-inventory-adjustment-as-of-20apr20/,.Philippine Airlines,Philippine Airlines May 2020 Cebu – Los Angeles inventory adjustment as of 20APR20,,,,248
Philippines,PHL,120.861863,14.16474,16.03.2020,https://www.gmanetwork.com/news/money/companies/729900/cebpac-to-cancel-all-domestic-flights-starting-march-20/story/,Cebu Pacific ,Cebu Pacific to cancel all domestic flights from 20 March to 14 April because of COVID-19,,,,249
Philippines,PHL,120.861863,14.16474,24.04.2020,https://www.reuters.com/article/health-coronavirus-philippines-airlines/airlines-in-philippines-extend-flight-suspensions-to-mid-may-idUSP9N2B6025,"Philippine Airlines, Cebu Pacific and Airasia Philippines",Major airlines extend cancellations until 15 May,,,,250
Pitcairn,PCN,-128.32289,-24.376819,,,,,,,,251
Poland,POL,19.406603,52.122668,https://www.reuters.com/article/us-health-coronavirus-poland-flights/polish-airline-pll-lot-cancels-flights-until-may-15-idUSKCN2262VC,https://worldairlinenews.com/2020/03/14/lot-polish-airlines-suspends-all-connections-for-10-days/,LOT,LOT airline cancels flights until 15 May ,,,,252
Portugal,PRT,-7.961526,39.685014,30.03.2020,https://www.routesonline.com/news/38/airlineroute/290542/tap-air-portugal-further-downsizes-operation-01apr20-04may20/,TAP,TAP Air Portugal further downsizes operation 01APR20 – 04MAY20,,,,253
Portugal,PRT,-7.961526,39.685014,08.04.2020,https://www.routesonline.com/news/38/airlineroute/290691/tap-air-portugal-05may20-11may20-preliminary-operations-as-of-07apr20/,.TAP,TAP Air Portugal 05MAY20 – 11MAY20 preliminary operations as of 07APR20,,,,254
Puerto Rico,PRI,-66.479397,18.224744,,,,,,,,255
Qatar,QAT,51.193104,25.286199,09.04.2020,https://www.routesonline.com/news/38/airlineroute/290724/qatar-airways-ns20-operations-as-of-1045gmt-09apr20/,.Qatar Airways,Qatar Airways NS20 Operations,,,,256
Qatar,QAT,51.193104,25.286199,29.03.2020,https://www.dailysabah.com/business/transportation/qatar-airways-says-will-keep-flying-but-warns-cash-is-running-out,Qatar,Qatar Airways says will keep flying but warns cash is running out,,,,257
Republic of Korea,KOR,127.843498,36.448643,14.04.2020,"https://www.exyuaviation.com/2020/04/korean-air-delays-zagreb-resumption.html",Korean Air,Korean Air extends suspension of its service connecting Seoul to Zagreb until 1 September because of COVID-19,,,,258
Republic of Korea,KOR,127.843498,36.448643,13.04.2020,http://tradearabia.com/news/TTN_366578.html,Korean Air,"Korean Air suspends flights between Incheon and Washington, D.C",,,,259
Republic of Korea,KOR,127.843498,36.448643,19.04.2020,https://www.routesonline.com/news/38/airlineroute/290851/korean-air-01jun20-31aug20-preliminary-long-haul-inventory-update-as-of-0745gmt-19apr20/,.Korean Air,Korean Air 01JUN20 – 31AUG20 Preliminary Long-Haul Inventory update as of 19APR20,,,,260
Republic of Korea,KOR,127.843498,36.448643,22.03.2020,https://www.pna.gov.ph/articles/1097414,Asiana,Asiana Airlines suspends some flights between countries until 26 April ,,,,261
Republic of Korea,KOR,127.843498,36.448643,02.04.2020,https://www.routesonline.com/news/38/airlineroute/290600/korean-air-april-2020-long-haul-operations-as-of-0700gmt-02apr20/,.Korean Air,Korean Air April 2020 Long-Haul operations as of 0700GMT 02APR20,,,,262
Republic of Korea,KOR,127.843498,36.448643,13.04.2020,https://www.routesonline.com/news/38/airlineroute/290767/tway-air-plans-seoul-khabarovsk-service-from-july-2020/,T'Way,T'Way Air plans Seoul – Khabarovsk service from July 2020,,,,263
Republic of Korea,KOR,127.843498,36.448643,15.04.2020,https://www.routesonline.com/news/38/airlineroute/290795/eastar-jet-extends-international-suspension-to-late-june-2020/,Eastar Jet,Eastar Jet extends International suspension to late-June 2020,,,,264
Republic of Korea,KOR,127.843498,36.448643,17.04.2020,https://www.routesonline.com/news/38/airlineroute/290831/air-seoul-extends-international-cancellations-to-late-may-2020/,Air Seoul,Air Seoul extends International cancellations to late-May 2020,,,,265
Republic of Moldova,MDA,28.465062,47.202368,,,,,,,,266
Réunion,REU,55.532473,-21.133149,31.03.2020,https://www.routesonline.com/news/38/airlineroute/290566/air-austral-week-of-29mar20-operations/,.Air Austral,Air Austral week of 29MAR20 operations,,,,267
Romania,ROU,24.984983,45.838878,30.03.2020,https://www.tarom.ro/en/news/passeger-information-flights-tofrom-istanbul,TAROM,From Monday 30 March TAROM has suspended all passenger flights to and from Istanbul until 30 April 2020.,,,,268
Romania,ROU,24.984983,45.838878,02.04.2020,https://www.osac.gov/Content/Report/e1b70454-a5c8-440a-a93e-185728d8a7c5,.TAROM,Tarom continues to offer flights from Bucharest to Amsterdam,,,,269
Romania,ROU,24.984983,45.838878,25.03.2020,https://www.romania-insider.com/tarom-suspends-domestic-flights,TAROM,"Tarom suspends all domestic, some international flights because of COVID-19",,,,270
Romania,ROU,24.984983,45.838878,08.04.2020,https://worldairlinenews.com/2020/04/08/wizz-air-suspends-flight-from-romania-to-the-united-kingdom/,Wizz Air,Wizz Air suspends flight from Romania to the United Kingdom,,,,271
Romania,ROU,24.984983,45.838878,20.04.2020,https://www.routesonline.com/news/38/airlineroute/290865/blue-air-resumes-limited-scheduled-operation-week-of-20apr20/,.Blue Air,Blue Air resumes limited scheduled operation week of 20APR20,,,,272
Russian Federation,RUS,99.014058,61.618998,31.03.2020,https://www.routesonline.com/news/38/airlineroute/290560/ural-airlines-feb-june-2020-internationalregional-service-cancellations-as-of-30mar20/,Ural Airlines,Ural Airlines Feb – June 2020 International/Regional service cancellations as of 30MAR20,,,,273
Russian Federation,RUS,99.014058,61.618998,10.04.2020,https://www.routesonline.com/news/38/airlineroute/290740/ural-airlines-plans-to-expand-kaliningrad-service-in-s20/,.Ural Airlines,Ural Airlines plans to expand Kaliningrad service in S20,,,,274
Russian Federation,RUS,99.014058,61.618998,22.03.2020,https://azertag.az/en/xeber/Russia_039s_Aeroflot_suspends_flights_to_Azerbaijan_over_coronavirus-1445745,Aeroflot,"Aeroflot suspends flights to several more destinations: Flights to Delhi will be cancelled from March 22 until 28, to Helsinki from March 23 until April 2, to Stockholm from March 23 until April 17, to Baku from March 29 until April 30, to Zagreb from March 24 until April 19, to Sofia from March 27 until April 17, and to Athens from March 24 until April 18.",,,,275
Russian Federation,RUS,99.014058,61.618998,17.04.2020,https://www.panorama.am/en/news/2020/04/17/Aeroflot/2275772,Aeroflot,Aeroflot suspends bookings for international flights until 1 August amid COVID-19 restrictions ,,,,276
Russian Federation,RUS,99.014058,61.618998,19.03.2020,https://www.ruaviation.com/news/2020/3/19/14848/?h19 ,Rossiya,"Rossiya, announced it was suspending its flight from St. Petersburg to London.",,,,277
Russian Federation,RUS,99.014058,61.618998,14.04.2020,https://www.routesonline.com/news/38/airlineroute/290777/aeroflot-resumes-3-domestic-routes-from-june-2020/,.Aeroflot,Aeroflot resumes 3 domestic routes from June 2020,,,,278
Russian Federation,RUS,99.014058,61.618998,06.04.2020,https://www.routesonline.com/news/38/airlineroute/290655/aeroflot-week-of-12apr20-domestic-operation-changes-as-of-05apr20/,.Aeroflot,Aeroflot week of 12APR20 domestic operation changes as of 05APR20,,,,279
Russian Federation,RUS,99.014058,61.618998,28.03.2020,https://www.routesonline.com/news/38/airlineroute/290534/azimuth-march-may-2020-regional-international-service-changes/,.Azimuth,Azimuth March - May 2020 Regional / International service changes,,,,280
Russian Federation,RUS,99.014058,61.618998,31.03.2020,https://worldairlinenews.com/2020/03/30/pobeda-to-suspend-all-flights-from-april-1-to-may-31/,Pobeda,Pobeda to suspend all flights from April 1 to May 31,,,,281
Russian Federation,RUS,99.014058,61.618998,08.04.2020,https://www.routesonline.com/news/38/airlineroute/290705/s7-airlines-week-of-05apr20-domestic-service-reductions/,.S7,S7 Airlines week of 05APR20 Domestic service reductions,,,,282
Russian Federation,RUS,99.014058,61.618998,13.04.2020,https://www.routesonline.com/news/38/airlineroute/290720/s7-airlines-moves-moscow-beijing-launch-to-july-2020/,.S7,S7 Airlines moves Moscow – Beijing launch to July 2020,,,,283
Rwanda,RWA,29.923106,-1.999837,19.03.2020,https://www.theeastafrican.co.ke/business/Rwanda-suspends-flights-amid-Covid19-outbreak/2560-5496532-15snh1lz/index.html,Rwandair,Rwanda suspends flights amid Covid-19 outbreak,,,,284
Saba,ANT,-63.237736,17.631336,,,,,,,,285
Saint Barthélemy,BLM,-62.831638,17.896055,,,,,,,,286
Saint Helena,SHN,-14.367084,-7.943579,,,,,,,,287
Saint Helena,SHN,-9.941238,-40.317888,,,,,,,,288
Saint Helena,SHN,-5.707424,-15.965211,,,,,,,,289
Saint Helena,SHN,-12.284038,-37.11176,,,,,,,,290
Saint Kitts and Nevis,KNA,-62.765706,17.33978,,,,,,,,291
Saint Lucia,LCA,-60.967282,13.898456,,,,,,,,292
Saint Martin,MAF,-63.049372,18.082975,,,,,,,,293
Saint Pierre et Miquelon,SPM,-56.321676,46.855208,,,,,,,,294
Saint Vincent and the Grenadines,VCT,-61.189064,13.251505,,,,,,,,295
Samoa,WSM,-172.44726,-13.620773,21.03.2020,https://www.stuff.co.nz/national/health/coronavirus/120472548/coronavirus-samoa-suspends-all-flights-from-australia,Samoa Airways,"Flights between Samoa, Australia suspended until further notice because of COVID-19; flights between Apia, Auckland restricted",,,,296
San Marino,SMR,12.46329,43.938418,,,,,,,,297
Sao Tome and Principe,STP,6.602138,0.239483,,,,,,,,298
Saudi Arabia,SAU,44.547567,24.125926,10.04.2020,https://www.routesonline.com/news/38/airlineroute/290733/saudia-may-2020-international-operations-as-of-0350gmt-10apr20/,.Saudia,Saudia May 2020 International operations as of 10APR20,,,,299
Scarborough Reef,xSR,117.780897,15.110537,,,,,,,,300
Senegal,SEN,-14.446465,14.366687,19.04.2020,https://www.routesonline.com/news/38/airlineroute/290677/air-senegal-extends-scheduled-service-suspension-till-mid-may-2020/,.Air Senegal,Air Senegal extends scheduled service suspension to 30JUN20,,,,301
Senkaku Islands,xSK,123.475678,25.745757,,,,,,,,302
Serbia,SRB,20.803944,44.032994,20.03.2020,https://worldairlinenews.com/2020/03/20/air-serbia-suspends-all-operations/,Air Serbia,Air Serbia suspends all operations,,,,303
Seychelles,SYC,55.467266,-4.678402,20.04.2020,https://www.routesonline.com/news/38/airlineroute/290860/air-seychelles-suspends-scheduled-passenger-service-10apr20-30apr20/,Air Seychelles,Air Seychelles suspends scheduled passenger service 10APR20 – 30APR20,,,,304
Sierra Leone,SLE,-11.779615,8.569795,,,,,,,,305
Singapore,SGP,103.810539,1.357382,25.04.2020,https://www.channelnewsasia.com/news/business/covid-19-singapore-airlines-flights-cancel-travel-extension-12676620,Singapore Airlines,Singapore Airlines extends flight cancelations to June,,,,306
Singapore,SGP,103.810539,1.357382,07.04.2020,https://www.routesonline.com/news/38/airlineroute/290672/singapore-airlines-12apr20-30apr20-operations-as-of-0430gmt-07apr20/,.Singapore Airlines,"Singapore Airlines 12APR20 – 30APR20 operations as of 0430GMT 07APR20",,,,307
Singapore,SGP,103.810539,1.357382,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290889/singapore-airlines-may-2020-scheduled-passenger-service-as-of-0800gmt-21apr20/,.Singapore Airlines,Singapore Airlines May 2020 scheduled passenger service as of 21APR20,,,,308
Singapore,SGP,103.810539,1.357382,28.04.2020,https://www.routesonline.com/news/38/airlineroute/290983/scoot-extends-interim-schedule-to-late-may-2020/,.Scoot,Scoot extends interim schedule to late-May 2020,,,,309
Singapore,SGP,103.810539,1.357382,08.04.2020,https://www.routesonline.com/news/38/airlineroute/290695/jetstar-asia-15apr20-30apr20-interim-operations-as-of-0300gmt-08apr20/,Jetstar Asia,Jetstar Asia 15APR20 – 30APR20 interim operations as of 0300GMT 08APR20,,,,310
Sint Eustatius,ANT,-62.976086,17.490469,,,,,,,,311
Sint Maarten,SXM,-63.055268,18.043675,,,,,,,,312
Slovakia,SVK,19.484954,48.707416,,,,,,,,313
Slovenia,SVN,14.822232,46.119709,,,,,,,,314
Solomon Islands,SLB,160.160046,-9.622475,08.04.2020,https://www.routesonline.com/news/38/airlineroute/290702/solomon-airlines-week-of-12apr20-domestic-operations-as-of-05apr20/,.Solomon Airlines,Solomon Airlines week of 12APR20 domestic operations as of 05APR20,,,,315
Somalia,SOM,46.204698,4.409471,,,,,,,,316
South Africa,ZAF,24.669618,-29.999172,24.03.2020,https://www.iol.co.za/travel/travel-news/these-sa-airlines-have-suspended-flights-45449674,Comair,"Comair, FlySafair, Mango suspend operations after announcement of countrywide lockdown from 26 March amid COVID-19 concerns",,,,317
South Africa,ZAF,24.669618,-29.999172,21.03.2020,https://worldairlinenews.com/2020/03/21/south-african-airways-suspends-all-international-and-regional-flights/,SAA,South African Airways suspends all international and regional flights,,,,318
South Africa,ZAF,24.669618,-29.999172,24.03.2020,https://www.reuters.com/article/health-coronavirus-safrica-saa/south-african-airways-to-suspend-all-domestic-flights-as-country-braces-for-lockdown-idUSL8N2BH8FL,SAA,South African Airways to suspend all domestic flights from 27 March until 16 April ,,,,319
South Africa,ZAF,24.669618,-29.999172,18.03.2020,Reuters,SA Express,"SA Express to suspend operations from 18 March because of financial issues, spread of COVID-19",,,,320
South Georgia and the South Sandwich Islands,SGS,-36.678835,-54.378486,,,,,,,,321
South Sudan,SSD,30.326187,7.290839,,,,,,,,322
Sovereignty unsettled,xxx,35.17027,31.739991,,,,,,,,323
Spain,ESP,-3.553995,40.392124,20.03.2020,https://www.flightglobal.com/airlines/spains-volotea-grounds-fleet-until-8-april/137441.article,Volotea,Spain’s Volotea grounds fleet until 8 April.,,,,324
Spain,ESP,-3.553995,40.392124,16.03.2020,https://worldairlinenews.com/2020/03/16/iags-airlines-to-reduce-capacity-by-75/,"Iberia, Vueling",IAG’s airlines to reduce capacity by 75%,,,,325
Spain,ESP,-3.553995,40.392124,08.04.2020,https://www.routesonline.com/news/38/airlineroute/290700/air-europa-april-2020-operations-as-of-08apr20/,.Air Europa,Air Europa April 2020 operations as of 08APR20,,,,326
Spain,ESP,-3.553995,40.392124,16.04.2020,https://www.routesonline.com/news/38/airlineroute/290820/iberia-week-of-19apr20-operations-as-of-1030gmt-16apr20/,.Iberia,Iberia week of 19APR20 operations as of 16APR20,,,,327
Spain,ESP,-3.553995,40.392124,31.03.2020,https://www.routesonline.com/news/38/airlineroute/290578/vueling-29mar20-25apr20-operations-as-of-29mar20/,.Vueling,Vueling 29MAR20 – 25APR20 operations as of 29MAR20,,,,328
Spain,ESP,-3.553995,40.392124,09.04.2020,https://www.routesonline.com/news/38/airlineroute/290718/binter-canarias-schedules-new-routes-from-funchal-in-s20/,.Binter,Binter Canarias schedules new route from Funchal- Fuerteventura effective 01JUL20,,,,329
Spratly Islands,xSI,114.284872,11.052405,,,,,,,,330
Sri Lanka,LKA,80.702028,7.610407,03.04.2020,https://www.routesonline.com/news/38/airlineroute/290615/srilankan-airlines-april-2020-passenger-operation-changes-as-of-03apr20/,.SriLankan Airlines,SriLankan Airlines April 2020 Passenger operation changes as of 03APR20,,,,331
Sri Lanka,LKA,80.702028,7.610407,15.04.2020,http://www.hirunews.lk/238660/sri-lankan-airlines-to-extend-temporary-suspension-of-its-scheduled-passenger-flights-till-april-30-2020,SriLankan Airlines,Sri Lankan Airlines extends suspension of passenger flights until 30 April ,,,,332
Sudan,SDN,29.957256,16.026819,,,,,,,,333
Suriname,SUR,-55.905196,4.1356,,,,,,,,334
Svalbard and Jan Mayen Islands,SJM,13.378671,78.825308,,,,,,,,335
Sweden,SWE,14.377534,60.601031,30.03.2020,https://www.routesonline.com/news/38/airlineroute/290550/sas-week-of-29mar20-european-operations-as-of-29mar20/,SAS (Sweden),SAS week of 29MAR20 European operations as of 29MAR20,,,,336
Sweden,SWE,14.377534,60.601031,01.04.2020,https://nationalpost.com/pmn/health-pmn/swedish-airline-bra-cancels-all-flights-april-6-may-31,BRA,BRA cancels all flights between 6 April and 31 May ,,,,337
Switzerland,CHE,8.223234,46.9685,16.04.2020,Media reports,.Swiss,SWISS to continue minimum operations to 17 May because of COVID-19,,,,338
Switzerland,CHE,8.223234,46.9685,21.03.2020,https://www.routesonline.com/news/38/airlineroute/290432/swiss-planned-23mar20-19apr20-operations-as-of-21mar20/?highlight=Swiss,.Swiss,Swiss planned 23MAR20 – 19APR20 operations,,,,339
Switzerland,CHE,8.223234,46.9685,03.04.2020,https://www.routesonline.com/news/38/airlineroute/290621/swiss-extends-interim-long-haul-adjustment-to-early-may-2020/,.Swiss,Swiss extends interim long-haul adjustment to early-May 2020,,,,340
Switzerland,CHE,8.223234,46.9685,19.04.2020,https://www.swissinfo.ch/eng/coronavirus-crisis_swiss-expects-to-run-only-20--of-flights-this-summer/45700594,.Swiss,Swiss expects to run only 20% of flights this summer,,,,341
Switzerland,CHE,8.223234,46.9685,23.04.2020,https://www.routesonline.com/news/38/airlineroute/290923/chair-airlines-files-zurich-djerba-service-in-s20/,.Chair Airlines,Chair Airlines files Zurich – Djerba service in S20 (eff. 22MAY20 to 28AUG20),,,,342
Syrian Arab Republic,SYR,38.498069,35.017584,,,,,,,,343
Tadjikistan,TJK,69.294998,38.430697,,,,,,,,344
Taiwan,TWN,120.969668,23.750541,23.04.2020,https://www.routesonline.com/news/38/airlineroute/290919/eva-air-may-2020-preliminary-operations-as-of-0415gmt-23apr20/,.EVA Air,EVA Air May 2020 Preliminary operations as of  23APR20,,,,345
Taiwan,TWN,120.969668,23.750541,27.04.2020,https://www.routesonline.com/news/38/airlineroute/290962/eva-air-closes-july-2020-jan-2021-milan-reservations/,EVA Air,EVA Air closes July 2020 - Jan 2021 Milan reservations,,,,346
Taiwan,TWN,120.969668,23.750541,02.04.2020,https://www.routesonline.com/news/38/airlineroute/290595/china-airlines-april-2020-long-haul-operations-as-of-0600gmt-02apr20/,.China Airlines,China Airlines April 2020 Long-Haul operations ,,,,347
Taiwan,TWN,120.969668,23.750541,15.04.2020,https://www.routesonline.com/news/38/airlineroute/290794/tigerair-taiwan-extends-japan-service-reduction-to-may-2020/,.tigerair Taiwan,tigerair Taiwan extends Japan service reduction to May 2020,,,,348
Thailand,THA,101.020295,15.130893,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290882/nok-air-aprilmay-2020-operations-as-of-19apr20/,.Nok Air,Nok Air April/May 2020 operations as of 19APR20,,,,349
Thailand,THA,101.020295,15.130893,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290880/thai-airasia-may-2020-preliminary-operations-as-of-19apr20/,.Thai AirAsia,Thai AirAsia May 2020 Preliminary operations as of 19APR20,,,,350
Thailand,THA,101.020295,15.130893,23.04.2020,https://www.bangkokpost.com/learning/easy/1906170/two-airlines-to-resume-domestic-flights,".Thai Air Asia,Thai Lion Air","Thai AirAsia, Thai Lion Air expected to resume domestic flights starting 1 May ",,,,351
Thailand,THA,101.020295,15.130893,21.04.2020,https://www.routesonline.com/news/38/airlineroute/290883/bangkok-airways-s20-preliminary-operations-as-of-19apr20/,.Bangkok Airways,Bangkok Airways S20 Preliminary operations as of 19APR20,,,,352
Clipperton Island,PYF,-109.21719,10.303389,,,,,,,,353
Cocos (Keeling) Islands,CCK,96.829094,-12.18439,,,,,,,,354
Colombia,COL,-73.079481,3.904939,24.03.2020,https://www.routesonline.com/news/38/airlineroute/290462/avianca-suspends-international-scheduled-service-23mar20-01may20/?highlight=Avianca,Avianca,Avianca suspends International scheduled service 23MAR20 – 01MAY20,,,,355
Colombia,COL,-73.079481,3.904939,09.04.2020,https://www.routesonline.com/news/38/airlineroute/290717/avianca-may-2020-international-operations-as-of-05apr20/,.Avianca,Avianca May 2020 International operations as of 05APR20,,,,356
Colombia,COL,-73.079481,3.904939,30.03.2020,https://www.routesonline.com/news/38/airlineroute/290540/avianca-2020-domestic-operations-as-of-29mar20/,.Avianca,Avianca 2020 Domestic operations as of 29MAR20,,,,357
Comoros,COM,43.354136,-11.66225,,,,,,,,358
Congo,COG,15.221024,-0.840003,,,,,,,,359
Cook Islands,COK,-159.77791,-21.23477,,,,,,,,360
Costa Rica,CRI,-84.193641,9.974905,,,,,,,,361
Côte d'Ivoire,CIV,-5.552758,7.622364,,,,,,,,362
Croatia,HRV,17.958746,45.451704,07.04.2020,https://www.routesonline.com/news/38/airlineroute/290676/croatia-airlines-05apr20-18apr20-operations-as-of-05apr20/,.Croatia Airlines ,Croatia Airlines 05APR20 – 18APR20 operations as of 05APR20,,,,363
Croatia,HRV,17.958746,45.451704,28.04.2020,https://simpleflying.com/croatia-airlines-domestic-flights-resumption/,.Croatia Airlines ,Croatia Airlines releases domestic flight schedule that will resume on 11 May ,,,,364
Cuba,CUB,-79.54237,22.094607,22.04.2020,https://www.routesonline.com/news/38/airlineroute/290911/cubana-april-2020-operations-as-of-19apr20/,.Cubana de Aviacion,Cubana April 2020 operations as of 19APR20,,,,365
